,ZIP Code,SAFMR 0BR,SAFMR 1BR,SAFMR 2BR,SAFMR 3BR,SAFMR 4BR,Total Population,Median Age,Percent Males,Percent Females,"Percent Race, White","Percent Race, Black","Percent Race, Native or Alaskan","Percent Race, Asian","Percent Race, Native Hawaiian or Pacific Islander","Percent Race, Two or more races","Percent Race, Hispanic or Latino",Percent speak another language at home,Percent never married,Percent married,Percent divorced,Percent widowed,Percent less than high school, Percent high school graduate,Percent some college or associates,Percent college graduate,Percent graduate degree,Median income in past year,"Percent, 100 poverty status","Percent, 100 TO 149 poverty status","Percent, 150 poverty status","Total population, born in state of residence",Percent born in state of residence,RES_RATIO,State,Total Gender,Region
14574,19122,960,1080,1300,1580,1840,24740,28.5,44.7,55.3,41.7,30.5,0.8,9.3,0.0,6.9,19.2,24.8,70.0,19.2,7.9,3.0,13.6,24.3,20.0,25.1,17.0,21116,32.1,10.5,57.4,13793,55.75181891673403,1.0,PA,100.0,NE
14539,19070,920,1040,1250,1520,1770,6057,43.6,47.9,52.1,77.5,11.1,0.0,6.1,0.0,4.6,1.9,7.1,34.2,50.2,11.5,4.1,6.5,28.2,29.7,21.1,14.6,51250,7.4,6.6,86.0,4672,77.13389466732707,1.0,PA,100.0,NE
514,18333,1010,1040,1350,1840,2150,109,22.2,37.6,62.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,36.2,51.1,12.8,0.0,0.0,27917,58.7,0.0,41.3,64,58.71559633027523,1.0,PA,100.0,NE
15133,15446,700,740,890,1130,1240,70,69.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,77.1,0.0,0.0,0.0,37.0,63.0,0.0,0.0,33750,0.0,0.0,100.0,70,100.0,1.0,PA,100.0,NE
18660,13083,710,810,1070,1430,1680,1861,42.0,49.9,50.1,93.3,1.2,0.0,2.0,0.0,2.7,1.5,4.3,30.9,44.9,17.7,6.4,12.6,44.9,20.8,14.1,7.5,31944,26.3,11.3,62.5,1559,83.77216550241805,1.0,NY,100.0,NE
1578,21221,920,1070,1320,1710,1960,43536,41.7,46.8,53.2,56.2,32.1,0.1,1.5,0.0,7.1,7.0,10.9,33.6,42.6,16.6,7.2,14.0,39.0,27.3,11.8,8.0,37757,12.8,8.5,78.8,31737,72.89829106945976,1.0,MD,100.0,NE
1622,21679,1240,1430,1770,2300,2630,332,54.8,50.3,49.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,52.8,10.6,19.3,5.1,13.0,23.1,44.0,14.8,80750,1.8,10.8,87.3,190,57.22891566265061,1.0,MD,100.0,NE
13526,10989,2890,2960,3340,4200,4520,8410,49.1,47.9,52.1,69.6,6.0,0.0,11.9,0.0,10.6,13.2,21.9,26.7,61.1,6.4,5.9,3.3,15.7,23.2,29.5,28.3,70355,3.1,7.5,89.4,5119,60.86801426872771,1.0,NY,100.0,NE
14484,18972,1360,1530,1850,2250,2620,2944,55.8,44.6,55.4,93.3,3.2,0.0,0.5,0.0,2.6,2.0,4.4,12.8,60.2,21.4,5.6,5.3,35.2,24.6,16.4,18.5,44767,5.9,8.6,85.5,1429,48.53940217391305,1.0,PA,100.0,NE
16321,14551,730,820,1030,1250,1380,4969,55.0,52.9,47.1,77.5,11.8,0.6,0.1,0.1,7.9,4.7,7.7,31.8,43.8,15.9,8.4,11.4,36.6,36.1,9.8,6.2,35097,19.4,7.0,73.6,4170,83.92030589655867,1.0,NY,100.0,NE
20245,13693,810,920,1220,1580,1800,315,63.6,46.7,53.3,98.4,0.0,0.0,1.6,0.0,0.0,0.0,1.6,27.1,44.5,23.2,5.2,0.0,28.5,32.9,23.2,15.4,36875,8.3,0.0,91.7,191,60.63492063492063,1.0,NY,100.0,NE
9906,12456,1020,1090,1410,1850,2060,666,38.4,60.5,39.5,96.5,0.0,0.0,0.0,0.0,1.5,5.7,5.9,37.7,52.3,1.8,8.1,7.0,39.4,35.7,17.8,0.0,44643,4.8,0.0,95.2,578,86.78678678678679,1.0,NY,100.0,NE
13309,11786,2050,2560,3070,3950,4340,6348,41.3,51.7,48.3,86.3,1.6,0.0,2.7,0.0,5.9,11.6,8.4,35.5,52.7,7.6,4.2,6.4,21.2,28.8,19.0,24.6,55799,2.0,1.9,96.0,5382,84.78260869565217,1.0,NY,100.0,NE
15280,16051,650,680,820,1040,1140,3118,45.1,51.7,48.3,94.4,0.0,0.0,0.0,0.0,4.9,1.1,0.5,24.3,58.4,13.4,3.9,3.6,40.9,26.7,21.3,7.4,41114,5.2,6.1,88.6,2668,85.56767158434894,1.0,PA,100.0,NE
16372,14527,680,770,1010,1350,1360,12444,45.3,47.1,52.9,95.3,0.5,0.0,0.2,0.0,2.7,3.3,20.8,26.5,54.8,11.7,7.0,16.5,34.7,21.6,14.7,12.5,35754,13.3,7.1,79.5,9818,78.8974606235937,1.0,NY,100.0,NE
1607,21607,860,1020,1260,1630,1870,538,54.0,54.5,45.5,59.7,8.7,0.4,0.0,0.0,12.3,26.8,20.7,25.1,64.6,5.7,4.6,9.9,65.3,11.9,10.9,2.0,39764,3.3,5.4,91.3,398,73.97769516728626,1.0,MD,100.0,NE
1613,21638,1450,1680,2070,2690,3070,5068,45.8,50.0,50.0,82.1,5.0,0.0,0.4,0.0,10.2,5.4,4.7,28.7,58.2,9.6,3.5,6.7,24.4,25.7,27.3,15.9,58812,8.3,3.4,88.3,2734,53.94632991318075,1.0,MD,100.0,NE
1545,21140,1610,1870,2310,3000,3430,4231,44.2,53.6,46.4,90.9,0.3,0.0,0.8,0.0,5.3,8.3,4.5,17.3,66.6,12.5,3.5,1.4,15.5,31.3,29.0,22.7,74369,0.8,3.2,96.0,2115,49.98818246277475,1.0,MD,100.0,NE
10361,17584,1130,1300,1630,2070,2190,11776,44.3,49.3,50.7,84.7,2.3,0.8,2.5,0.0,3.9,7.6,8.0,25.0,60.0,8.5,6.6,4.5,31.2,22.3,25.0,16.9,46583,5.6,1.2,93.3,7960,67.59510869565217,1.0,PA,100.0,NE
2694,14214,900,940,1110,1360,1530,21162,30.4,52.1,47.9,48.4,32.0,0.3,10.8,0.0,6.2,6.8,18.6,55.6,28.9,11.4,4.1,9.9,18.1,25.7,19.7,26.6,29854,25.3,9.9,64.8,15353,72.5498535110103,1.0,NY,100.0,NE
13485,10524,2060,2170,2500,3130,3390,4298,49.9,48.9,51.1,86.6,1.4,0.0,1.0,0.0,7.5,8.4,9.0,29.3,54.1,9.3,7.4,4.3,22.9,20.1,24.8,27.8,49476,8.7,4.3,87.1,3065,71.312238250349,1.0,NY,100.0,NE
8139,21742,800,920,1190,1690,1880,35114,41.3,48.1,51.9,73.2,10.4,0.2,2.7,0.0,10.7,10.5,11.1,29.5,49.7,14.3,6.4,9.9,29.7,30.5,16.8,13.1,38403,11.3,6.9,81.8,20359,57.97972318733269,1.0,MD,100.0,NE
2050,13864,950,1020,1230,1570,1670,1421,50.4,46.2,53.8,74.3,2.5,0.0,0.0,0.0,1.4,21.0,0.0,18.1,44.8,27.5,9.5,8.8,37.5,34.3,12.2,7.1,37301,29.3,0.0,70.7,1126,79.23997185080928,1.0,NY,100.0,NE
17038,21830,710,710,940,1260,1410,5001,38.9,45.7,54.3,80.4,13.6,0.1,0.2,0.3,5.0,2.7,2.0,29.1,52.5,13.3,5.1,3.1,26.7,31.1,28.3,10.9,47786,6.4,3.1,90.5,3494,69.86602679464107,1.0,MD,100.0,NE
20809,16142,630,640,820,1110,1170,5433,37.3,49.0,51.0,95.5,1.4,0.0,0.0,0.0,2.7,1.0,19.8,29.0,56.0,7.2,7.8,14.9,32.5,17.3,22.1,13.2,36025,9.5,7.4,83.1,4484,82.53267071599485,1.0,PA,100.0,NE
2374,17756,760,840,1010,1300,1400,12525,39.7,44.8,55.2,92.1,1.9,0.1,1.0,0.0,2.6,3.3,4.3,29.7,50.7,12.9,6.6,11.4,40.5,27.8,13.0,7.4,36640,8.2,8.2,83.6,10253,81.86027944111777,1.0,PA,100.0,NE
501,18230,760,860,1090,1390,1470,155,53.6,49.7,50.3,100.0,0.0,0.0,0.0,0.0,0.0,42.6,43.9,31.0,52.8,8.5,7.7,20.8,50.5,13.9,14.9,0.0,30125,42.6,7.1,50.3,79,50.967741935483865,1.0,PA,100.0,NE
13188,11005,3190,3260,3680,4620,4980,2195,80.6,36.5,63.5,95.8,0.0,1.3,2.9,0.0,0.0,0.6,11.2,7.7,47.2,14.9,30.2,2.0,9.6,17.1,29.7,41.7,67548,8.7,2.1,89.2,1736,79.08883826879271,1.0,NY,100.0,NE
3076,17221,640,650,850,1150,1210,496,52.0,47.2,52.8,99.0,0.0,0.0,0.0,0.0,1.0,1.2,7.2,29.0,47.5,15.4,8.1,19.5,43.7,25.9,8.9,2.0,31979,5.0,1.2,93.8,420,84.67741935483872,1.0,PA,100.0,NE
1499,21037,1440,1670,2060,2670,3060,20851,41.4,50.2,49.8,87.5,5.3,0.2,1.0,0.0,5.2,5.6,7.3,26.9,57.3,11.0,4.7,5.1,23.5,25.1,28.3,17.9,68757,4.0,1.9,94.1,10813,51.858424056400175,1.0,MD,100.0,NE
552,16673,720,890,1080,1310,1460,5066,43.4,46.6,53.4,95.5,0.4,0.0,0.1,0.0,3.4,1.0,4.5,27.0,56.5,9.5,7.0,6.7,44.9,28.9,13.0,6.4,35716,8.8,7.9,83.3,4725,93.26885116462692,1.0,PA,100.0,NE
16301,14515,860,970,1210,1470,1630,146,57.7,61.0,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,61.6,20.5,0.0,0.0,44.5,37.7,17.8,0.0,33929,0.0,0.0,100.0,116,79.45205479452055,1.0,NY,100.0,NE
9377,15940,880,880,1130,1450,1650,3823,30.4,56.4,43.6,83.9,11.4,0.0,0.5,0.1,3.9,5.1,7.4,59.6,26.2,11.1,3.1,9.5,43.4,28.2,11.8,7.1,14054,9.7,1.7,88.5,2610,68.27099136803557,1.0,PA,100.0,NE
13450,10451,1840,1880,2120,2660,2870,48975,36.0,45.0,55.0,13.1,47.7,0.6,1.1,0.6,12.0,50.8,54.2,52.9,25.9,15.3,5.9,25.9,25.0,27.9,14.5,6.8,24541,32.1,14.8,53.2,27192,55.52220520673813,1.0,NY,100.0,NE
13322,11803,1970,2450,2940,3780,4150,30219,45.8,48.8,51.2,75.0,0.3,0.2,19.4,0.0,3.3,4.4,19.4,24.2,64.5,5.4,5.8,3.7,12.8,17.1,32.0,34.4,72359,3.3,1.5,95.3,23319,77.16668321254839,1.0,NY,100.0,NE
14527,19052,990,1120,1350,1640,1910,617,62.1,48.8,51.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,66.7,0.0,7.3,21.0,43.5,11.1,14.0,10.5,37650,2.9,0.0,97.1,510,82.6580226904376,1.0,PA,100.0,NE
13308,11784,1560,1950,2340,3010,3310,25986,38.2,50.1,49.9,67.8,4.4,0.4,7.3,0.0,12.3,20.9,19.7,33.9,50.9,8.6,6.6,6.4,34.5,29.4,18.3,11.3,48482,7.0,4.3,88.7,21107,81.22450550296313,1.0,NY,100.0,NE
6569,18342,790,790,1040,1450,1690,840,26.8,54.0,46.0,68.6,5.7,0.0,19.2,0.0,6.5,38.6,25.2,60.8,22.4,15.2,1.7,24.7,20.9,26.8,25.4,2.2,43578,22.5,5.7,71.8,407,48.45238095238095,1.0,PA,100.0,NE
2415,17884,700,860,980,1390,1410,233,37.6,51.9,48.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,28.1,37.6,28.7,5.6,2.1,71.4,12.9,8.6,5.0,27500,44.3,8.3,47.4,213,91.41630901287554,1.0,PA,100.0,NE
13270,11732,1990,2480,2980,3830,4210,3546,46.9,40.7,59.3,81.1,1.4,0.0,0.8,0.0,14.1,14.3,20.9,25.8,55.2,8.1,10.9,1.4,12.7,22.2,33.2,30.4,62981,7.6,4.6,87.8,2888,81.44388042865201,1.0,NY,100.0,NE
15518,10922,1680,1840,2360,3010,3340,1072,46.2,60.3,39.7,74.3,11.4,4.0,2.9,0.0,6.1,11.5,7.9,36.2,42.3,8.5,13.0,6.1,33.3,32.1,8.2,20.3,65319,3.7,0.0,96.3,684,63.80597014925373,1.0,NY,100.0,NE
16282,14477,810,910,1140,1390,1530,1779,49.8,51.8,48.2,93.3,2.0,0.0,0.1,0.0,4.2,2.8,3.9,31.7,57.4,9.1,1.7,8.6,37.5,23.1,19.6,11.1,41776,5.9,5.0,89.1,1546,86.90275435637999,1.0,NY,100.0,NE
2644,14068,1020,1060,1250,1530,1720,8504,44.0,50.5,49.5,80.9,4.1,0.0,5.9,0.0,9.1,1.8,11.8,25.7,56.3,8.1,9.9,6.0,20.6,20.4,27.6,25.4,50988,14.6,3.9,81.5,6481,76.21119473189087,1.0,NY,100.0,NE
14938,15018,720,750,910,1160,1260,899,52.6,65.3,34.7,75.9,0.0,0.0,19.9,0.0,4.2,0.0,21.5,30.1,44.2,24.8,0.9,4.2,67.1,24.5,0.0,4.2,28947,7.3,0.0,92.7,702,78.08676307007786,1.0,PA,100.0,NE
2627,14030,890,930,1090,1340,1500,2051,39.5,48.9,51.1,96.0,0.2,1.2,0.9,0.0,1.7,0.0,1.0,29.4,54.1,11.5,4.9,10.7,43.4,27.0,14.6,4.3,39185,13.4,8.1,78.5,1924,93.8078985860556,1.0,NY,100.0,NE
18520,16652,1100,1120,1290,1580,1730,15858,42.1,51.1,48.9,86.9,5.5,0.2,0.8,0.0,5.6,2.2,4.2,35.2,43.3,14.7,6.7,7.5,44.7,24.8,14.5,8.5,30131,9.1,8.1,82.8,12584,79.35426913860512,1.0,PA,100.0,NE
14474,18947,1260,1420,1710,2080,2420,6676,47.4,50.8,49.2,94.3,0.4,0.0,1.4,0.0,1.7,0.8,3.0,27.2,60.2,8.1,4.4,1.6,23.8,23.8,32.4,18.4,56549,3.2,0.8,96.0,4287,64.21509886159377,1.0,PA,100.0,NE
13291,11763,1750,2180,2610,3350,3690,30235,39.2,48.8,51.2,59.0,11.4,0.6,2.4,0.0,14.5,29.0,30.3,35.2,49.5,10.1,5.3,10.3,31.2,29.4,17.5,11.5,50056,6.8,7.2,86.0,22435,74.20208367785679,1.0,NY,100.0,NE
300,12305,810,900,1090,1350,1480,7764,33.7,53.0,47.0,60.8,20.0,0.2,2.4,0.0,13.7,10.0,8.9,60.6,18.2,15.1,6.1,11.7,22.8,31.8,19.5,14.2,30499,16.8,15.9,67.3,4602,59.27357032457496,1.0,NY,100.0,NE
15153,15469,660,690,830,1060,1150,2447,54.4,50.7,49.3,98.1,0.0,0.0,0.0,0.0,1.9,0.0,0.4,24.0,61.3,5.6,9.1,14.9,52.1,20.9,8.7,3.3,23358,12.4,8.6,79.0,2350,96.03596240294236,1.0,PA,100.0,NE
19447,13309,700,700,880,1070,1270,5828,45.1,49.5,50.5,94.8,0.6,0.0,0.3,0.0,4.1,0.2,1.2,30.7,51.1,11.0,7.2,8.7,45.2,26.6,12.8,6.7,40562,11.3,9.0,79.6,5352,91.8325326012354,1.0,NY,100.0,NE
2025,13744,700,730,930,1220,1320,1284,36.4,50.1,49.9,98.3,0.1,0.0,0.0,0.0,1.6,1.0,1.2,29.1,57.6,7.4,5.9,10.7,35.1,38.9,12.5,2.9,29541,28.1,2.7,69.2,1172,91.2772585669782,1.0,NY,100.0,NE
6805,16511,770,800,1040,1290,1430,11709,38.0,46.7,53.3,83.4,10.1,0.2,1.5,0.0,2.7,5.8,6.0,35.2,44.3,14.1,6.5,3.7,37.2,26.9,21.3,10.9,38616,12.8,7.9,79.3,9347,79.82748313263302,1.0,PA,100.0,NE
6357,19955,1060,1080,1290,1810,2040,359,14.0,40.9,59.1,90.5,0.0,0.0,0.0,0.0,1.1,6.1,8.5,20.0,35.2,44.8,0.0,14.1,41.4,9.4,35.2,0.0,40507,2.2,74.4,23.4,309,86.0724233983287,1.0,DE,100.0,NE
17068,21817,690,690,910,1220,1220,4102,45.5,41.6,58.4,72.2,19.7,0.0,1.0,0.0,4.3,2.8,3.0,31.5,42.7,16.4,9.4,11.8,36.4,30.0,13.2,8.6,31265,15.7,9.1,75.2,2972,72.45246221355436,1.0,MD,100.0,NE
2404,18603,660,760,920,1130,1240,18985,47.0,48.8,51.2,92.6,2.9,0.6,0.2,0.0,3.3,4.5,3.0,29.0,46.3,16.8,7.9,10.2,46.1,25.4,13.1,5.2,32627,16.6,9.7,73.6,16230,85.4885435870424,1.0,PA,100.0,NE
15281,16052,830,870,1050,1340,1460,2246,46.6,50.2,49.8,93.8,0.0,0.0,0.7,0.0,4.4,1.7,0.9,23.8,61.4,9.5,5.3,3.6,45.4,30.5,15.0,5.6,38750,4.0,7.1,88.9,1908,84.95102404274265,1.0,PA,100.0,NE
530,19539,940,1100,1400,1760,1890,4112,43.8,53.6,46.4,96.5,0.9,0.4,0.0,0.0,2.2,1.9,3.3,27.0,59.6,9.3,4.1,4.1,36.6,31.2,16.0,12.0,47787,2.2,4.5,93.3,3598,87.5,1.0,PA,100.0,NE
535,16602,640,780,950,1160,1290,27014,41.9,50.2,49.8,90.3,3.7,0.0,0.5,0.0,4.6,1.7,2.6,34.4,42.5,15.2,7.9,6.8,46.7,25.5,15.2,5.8,32837,18.3,8.5,73.2,23469,86.87717479825275,1.0,PA,100.0,NE
16369,14441,700,790,1040,1390,1400,339,38.0,54.9,45.1,94.4,1.2,0.0,1.2,0.0,1.8,1.5,1.2,36.6,52.7,5.7,5.0,11.8,36.2,31.3,12.2,8.5,36875,20.6,1.2,78.2,245,72.27138643067846,1.0,NY,100.0,NE
14936,15015,1300,1360,1640,2090,2280,1302,50.2,45.4,54.6,98.0,0.8,0.0,0.1,0.0,1.2,0.5,1.5,15.5,71.0,6.8,6.7,1.4,6.2,13.5,36.7,42.1,59629,1.7,1.5,96.8,931,71.50537634408603,1.0,PA,100.0,NE
307,12803,880,990,1200,1460,1610,8915,38.8,50.4,49.6,92.6,1.6,0.6,0.3,0.0,4.0,2.5,3.0,35.1,43.7,13.6,7.6,8.0,28.4,34.7,19.4,9.6,40300,12.2,6.0,81.7,7868,88.25574873808189,1.0,NY,100.0,NE
243,12123,810,900,1090,1350,1480,4853,41.6,50.1,49.9,93.4,0.3,0.0,0.2,0.0,5.5,4.1,1.1,25.4,54.0,14.8,5.8,4.1,26.7,29.9,25.4,14.0,49367,7.2,1.0,91.8,4035,83.14444673397898,1.0,NY,100.0,NE
15306,15686,660,750,980,1200,1480,1099,49.1,49.7,50.3,99.0,0.0,0.0,1.0,0.0,0.0,1.0,2.4,23.4,61.4,11.8,3.4,13.7,34.5,32.2,11.7,7.9,35417,10.7,7.1,82.2,927,84.3494085532302,1.0,PA,100.0,NE
13468,10468,1990,2040,2300,2890,3110,79825,34.4,48.9,51.1,10.8,24.0,1.5,2.3,0.2,15.3,76.1,77.8,48.3,31.3,16.3,4.2,28.4,30.6,25.4,10.2,5.5,25039,26.7,13.2,60.1,35000,43.84591293454432,1.0,NY,100.0,NE
9009,13062,1020,1100,1280,1630,1720,241,61.0,46.5,53.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,84.7,4.5,0.0,1.4,36.0,38.3,19.8,4.5,26034,18.7,0.0,81.3,241,100.0,1.0,NY,100.0,NE
2656,14098,760,860,1070,1300,1440,2968,37.2,51.3,48.7,95.6,0.7,0.0,0.0,0.0,2.8,2.6,12.1,27.7,55.6,13.9,2.9,14.9,33.3,29.1,14.4,8.3,36760,15.7,6.8,77.6,2393,80.6266846361186,1.0,NY,100.0,NE
2381,17814,670,790,950,1170,1290,4806,49.7,46.6,53.4,90.4,1.7,0.0,0.5,4.3,2.2,2.2,7.0,26.0,48.8,13.2,12.0,8.0,54.9,20.3,11.6,5.3,31538,12.7,7.6,79.7,3653,76.00915522263837,1.0,PA,100.0,NE
14651,19446,1210,1360,1640,2000,2320,61608,43.1,48.8,51.2,72.1,7.4,0.1,13.9,0.0,4.5,4.3,18.8,26.5,55.6,9.7,8.2,7.3,21.2,20.7,29.2,21.5,52438,6.3,4.2,89.5,40486,65.71549149461109,1.0,PA,100.0,NE
14580,19128,1250,1410,1700,2070,2400,37018,36.9,47.6,52.4,75.1,12.8,0.2,3.0,0.0,5.9,7.3,9.8,43.9,41.7,9.4,5.0,4.9,17.7,22.5,31.5,23.4,57011,7.1,3.7,89.2,24449,66.04624777135447,1.0,PA,100.0,NE
2377,17774,770,850,1030,1330,1430,1093,45.3,48.4,51.6,95.5,0.0,0.0,0.1,2.7,1.7,0.0,0.3,27.3,55.7,9.9,7.1,9.0,48.6,16.9,17.9,7.6,34122,13.4,4.8,81.7,974,89.11253430924062,1.0,PA,100.0,NE
9916,12475,1480,1560,2030,2660,2960,569,38.1,74.9,25.1,69.1,0.0,0.0,1.2,0.0,14.9,14.8,14.8,40.9,41.1,0.0,18.0,2.0,63.8,25.4,3.1,5.7,52572,4.7,10.7,84.5,503,88.40070298769771,1.0,NY,100.0,NE
9888,12412,960,1020,1330,1740,1940,603,68.1,60.9,39.1,92.5,0.0,0.0,5.5,0.0,2.0,0.0,3.2,28.0,46.0,12.0,14.0,12.4,16.8,18.6,40.5,11.8,29122,15.1,3.5,81.4,352,58.37479270315091,1.0,NY,100.0,NE
20353,10502,1700,1970,2400,2970,3290,5875,41.9,50.6,49.4,66.3,1.7,0.0,13.0,0.0,13.1,10.7,31.2,24.0,65.5,6.1,4.4,3.6,11.2,8.0,30.7,46.4,104832,3.5,0.5,96.0,3305,56.25531914893617,1.0,NY,100.0,NE
15211,15650,750,790,950,1210,1320,27367,45.7,48.7,51.3,95.2,0.9,0.0,0.8,0.0,2.9,0.4,2.4,33.2,47.6,10.6,8.6,5.1,37.2,27.4,20.8,9.4,34022,10.9,7.8,81.3,23820,87.039134724303,1.0,PA,100.0,NE
13629,11697,1880,1920,2170,2730,2940,4123,49.8,46.9,53.1,98.2,0.0,0.0,0.7,0.0,1.1,1.0,5.8,32.0,53.3,6.5,8.1,5.6,11.7,30.8,26.9,25.1,70650,5.0,1.0,94.0,3781,91.70506912442396,1.0,NY,100.0,NE
17864,18657,740,860,1050,1360,1480,11043,45.0,50.6,49.4,95.4,0.8,0.0,0.2,0.0,3.1,2.0,2.6,30.1,51.0,12.1,6.8,6.8,46.1,24.7,13.8,8.6,37837,10.9,5.7,83.4,8673,78.53844064113012,1.0,PA,100.0,NE
14959,15046,860,900,1090,1390,1510,2310,53.1,47.4,52.6,89.4,0.0,0.0,2.3,0.0,7.1,4.7,5.0,20.8,59.7,12.8,6.7,7.2,29.9,33.9,19.9,9.1,46096,5.0,4.9,90.1,1812,78.44155844155844,1.0,PA,100.0,NE
18672,13116,790,890,1100,1360,1570,3657,38.9,57.2,42.8,89.6,0.3,0.0,1.2,0.0,3.7,5.2,5.5,33.8,45.4,16.2,4.5,12.6,25.7,26.4,22.6,12.6,41300,4.8,8.3,86.9,2361,64.56111566858081,1.0,NY,100.0,NE
5176,21750,590,690,880,1250,1480,3585,49.3,47.3,52.7,92.6,0.9,0.0,0.7,0.0,5.1,1.4,2.9,22.4,60.2,9.5,7.9,8.5,49.2,31.9,7.1,3.4,37404,17.0,8.1,74.9,2145,59.83263598326359,1.0,MD,100.0,NE
20242,13685,960,1090,1430,1930,2280,2234,45.4,49.4,50.6,91.9,0.9,0.1,0.6,0.0,5.5,3.4,2.8,26.6,53.6,15.5,4.2,3.5,32.2,22.0,20.4,21.9,47560,11.3,3.2,85.5,1542,69.02417188898836,1.0,NY,100.0,NE
516,18351,910,1030,1310,1680,1760,695,34.5,53.4,46.6,94.5,0.0,0.0,0.0,0.0,3.9,23.6,19.7,36.3,54.0,8.2,1.6,4.0,54.7,29.0,7.7,4.7,32500,21.0,17.6,61.4,202,29.06474820143885,1.0,PA,100.0,NE
15113,15423,810,850,1030,1310,1430,1942,40.6,49.0,51.0,94.3,2.5,0.0,0.0,0.0,3.1,0.5,0.2,25.9,56.5,10.8,6.9,6.5,46.2,23.3,11.3,12.7,39256,16.2,4.4,79.4,1741,89.6498455200824,1.0,PA,100.0,NE
8150,21780,1290,1320,1500,1880,2240,1814,45.3,50.2,49.8,97.4,1.2,0.0,0.0,0.0,1.4,1.3,2.1,25.7,49.9,9.8,14.6,7.5,42.3,24.7,18.4,7.1,35490,10.9,2.2,86.9,1128,62.18302094818081,1.0,MD,100.0,NE
15570,12583,1270,1390,1780,2270,2520,1927,45.1,42.8,57.2,90.9,0.1,0.0,1.6,0.0,4.7,9.6,15.4,35.4,51.0,12.3,1.3,3.1,26.0,23.1,20.8,26.9,29390,20.1,9.1,70.8,1208,62.68811624286455,1.0,NY,100.0,NE
2027,13748,1020,1060,1350,1770,1910,3722,47.7,54.2,45.8,89.4,0.6,0.0,0.0,0.0,2.6,9.2,9.5,31.4,50.7,15.2,2.6,11.8,36.4,40.0,6.6,5.2,35689,8.0,11.2,80.9,2758,74.09994626544868,1.0,NY,100.0,NE
16328,14564,1100,1240,1550,1890,2080,16257,46.6,47.9,52.1,90.6,1.4,0.0,3.7,0.0,3.9,3.7,7.7,24.3,60.3,9.4,6.0,3.4,15.1,24.9,27.3,29.3,56128,3.3,5.7,91.0,12527,77.05603739927416,1.0,NY,100.0,NE
1524,21084,990,1150,1420,1840,2110,7488,46.3,52.4,47.6,92.3,0.8,0.0,3.1,0.0,3.1,0.9,4.0,18.2,67.1,8.5,6.2,3.1,25.4,28.1,25.6,17.7,55288,4.7,0.7,94.6,5885,78.59241452991454,1.0,MD,100.0,NE
15565,12575,1030,1130,1450,1840,2050,1743,44.1,57.3,42.7,80.8,1.8,0.0,2.2,0.0,15.1,27.3,28.1,34.7,55.1,7.4,2.8,15.0,40.3,19.0,15.8,10.0,44624,7.6,0.5,92.0,1203,69.01893287435456,1.0,NY,100.0,NE
13408,10069,3190,3260,3680,4620,4980,6669,39.3,55.9,44.1,45.5,3.0,0.0,29.2,0.0,6.4,8.3,29.7,27.7,60.9,10.1,1.3,0.0,7.5,1.5,36.8,54.3,172721,26.6,2.3,71.1,3023,45.32913480281901,1.0,NY,100.0,NE
5177,21750,590,690,880,1250,1480,3585,49.3,47.3,52.7,92.6,0.9,0.0,0.7,0.0,5.1,1.4,2.9,22.4,60.2,9.5,7.9,8.5,49.2,31.9,7.1,3.4,37404,17.0,8.1,74.9,2145,59.83263598326359,1.0,MD,100.0,NE
13451,10452,1820,1850,2110,2660,2860,76745,33.7,47.7,52.3,11.7,34.7,1.0,0.9,0.0,14.0,65.3,68.0,54.4,26.9,14.7,4.0,28.5,29.5,27.6,10.1,4.2,24203,35.6,13.0,51.4,39509,51.48087823310965,1.0,NY,100.0,NE
9950,12763,1090,1160,1500,1960,2190,615,62.1,62.6,37.4,79.7,5.5,0.0,0.3,0.0,10.2,7.5,7.4,31.2,52.3,16.6,0.0,6.7,17.3,12.4,20.9,42.6,32308,8.2,26.6,65.2,288,46.82926829268293,1.0,NY,100.0,NE
17835,18508,740,860,1050,1360,1480,11347,38.9,47.4,52.6,80.8,7.7,0.0,0.4,0.0,7.0,17.2,12.5,44.2,36.0,10.9,8.9,10.0,45.4,26.4,11.0,7.2,28900,26.1,12.4,61.5,8150,71.82515202256103,1.0,PA,100.0,NE
522,18661,800,930,1140,1470,1590,5541,50.7,50.2,49.8,94.0,0.6,0.0,0.5,0.5,4.4,3.3,4.2,30.6,46.7,15.2,7.5,4.0,43.0,32.0,14.8,6.2,35578,14.7,8.6,76.7,4311,77.80184082295615,1.0,PA,100.0,NE
14608,19311,1110,1250,1510,1840,2140,12262,34.2,51.7,48.3,70.4,3.5,0.0,2.6,0.0,10.7,25.5,24.4,29.5,60.6,8.2,1.8,15.4,15.8,15.6,26.5,26.8,51230,2.2,7.6,90.2,4850,39.55309084977981,1.0,PA,100.0,NE
